"hour","GlobalActivePower","GlobalReactivePower","SubMeter1","SubMeter2","SubMeter3","Voltage","temp","feelslike","dew","humidity","precip","precipprob","snow","snowdepth","windspeed","sealevelpressure","cloudcover","visibility"
2007-09-15 02:00:00,14.006,4.146,0,0,0,239.077333333333,20.9,20.9,10.4,51.1,0,0,0,0,12,1020.6,55.2,22.5
2007-09-15 03:00:00,16.268,7.276,0,19,0,240.201166666667,20.3,20.3,10,51.68,0,0,0,0,9.1,1021,56.2,23.3
2007-09-15 04:00:00,16.88,8.928,0,49,0,240.098,19.1,19.1,9.6,54.05,0,0,0,0,18,1022,55.2,22.6
2007-09-15 05:00:00,14.952,5.546,0,0,0,240.099,17.9,17.9,9.9,59.48,0,0,0,0,11.2,1022.6,56.2,23.4
2007-09-15 06:00:00,70.82,7.946,0,40,329,238.329,17.5,17.5,10,61.68,0,0,0,0,8.3,1023,56.2,18.2
2007-09-15 07:00:00,108.094,7.498,0,26,1031,236.845166666667,16.8,16.8,10.3,65.78,0,0,0,0,10.5,1023,56.2,16.1
2007-09-15 08:00:00,107.832,4.694,0,0,1048,238.790166666667,16.2,16.2,10.3,68.09,0,0,0,0,13.6,1023.4,40.4,15.7
2007-09-15 09:00:00,77.726,9.136,0,60,1054,239.434833333333,15.6,15.6,11.1,74.77,0,0,0,0,13.7,1023.4,32.6,15.8
2007-09-15 10:00:00,48.826,4.606,0,4,579,237.147666666667,15.2,15.2,12.1,81.97,0,0,0,0,10.7,1023.6,58.6,15.6
2007-09-15 11:00:00,14.836,4.478,0,8,0,239.814166666667,14.9,14.9,12.5,85.25,0,0,0,0,10.7,1023.9,86.8,15.1
2007-09-15 12:00:00,22.37,10.914,0,59,0,238.0295,14.9,14.9,13.1,88.84,0,0,0,0,10,1023.9,86.8,13.7
2007-09-15 13:00:00,18.404,4.86,0,0,0,240.609666666667,15.4,15.4,13.4,87.81,0,0,0,0,4.2,1023.9,91.8,8.6
2007-09-15 14:00:00,71.842,6.944,0,449,409,239.964333333333,15.6,15.6,13.4,86.88,0,0,0,0,4.3,1024,90.8,8.5
2007-09-15 15:00:00,78.272,8.72,0,454,634,239.616833333333,15.6,15.6,13.7,88.21,0,0,0,0,3.9,1025.1,99.7,8.3
2007-09-15 16:00:00,14.254,5.152,0,0,0,240.495333333333,15.9,15.9,13.8,87.4,0,0,0,0,3.3,1025.1,98.7,8.1
2007-09-15 17:00:00,18.21,12.296,0,56,0,242.415166666667,16.6,16.6,14,84.58,0,0,0,0,3.5,1026,90.8,8.5
2007-09-15 18:00:00,15.388,6.222,0,13,0,241.727166666667,17.5,17.5,13.9,79.55,0,0,0,0,6.9,1026.1,90,10.4
2007-09-15 19:00:00,12.656,6.096,0,0,0,241.646333333333,18.7,18.7,13.3,70.66,0,0,0,0,4.3,1026.1,90,11.1
2007-09-15 20:00:00,109.264,13.852,0,66,661,238.466333333333,20.2,20.2,12.7,62.07,0,0,0,0,4.4,1025.1,61.2,13.5
2007-09-15 21:00:00,51.428,7.268,0,0,0,238.8455,21,21,12.6,58.35,0,0,0,0,4.1,1025.1,76.1,13.6
2007-09-15 22:00:00,61.546,6.012,0,17,0,240.778833333333,21,21,12,56.31,0,0,0,0,3.5,1024,73.1,13.8
2007-09-15 23:00:00,49.142,12.154,0,48,0,242.221666666667,22.3,22.3,11.6,50.74,0,0,0,0,4.3,1024,70.9,15.8
2007-09-16,23.316,4.282,0,0,0,242.669166666667,21.2,21.2,11.7,54.56,0,0,0,0,4.2,1023,71.9,16.1
2007-09-16 01:00:00,13.04,8.688,0,36,0,242.020333333333,21.5,21.5,11.8,54.15,0,0,0,0,4.1,1023,42,18.7
2007-09-16 02:00:00,12.004,7.346,0,27,0,241.9705,21.1,21.1,11.5,54.21,0,0,0,0,4.2,1022,9.2,26.6
2007-09-16 03:00:00,48.124,4.248,0,0,631,241.721333333333,19.6,19.6,10.9,57.24,0,0,0,0,3.8,1022,2.7,17.7
2007-09-16 04:00:00,14.018,10.566,0,57,0,242.236833333333,18.2,18.2,10.8,61.95,0,0,0,0,6.1,1022,11.4,18.2
2007-09-16 05:00:00,10.014,4.47,0,7,0,242.0195,17.3,17.3,11.2,67.71,0,0,0,0,3.4,1022,0,18
2007-09-16 06:00:00,10.854,5.616,0,1,0,241.906,16.2,16.2,11.3,72.99,0,0,0,0,3.5,1022,0,18.9
2007-09-16 07:00:00,13.54,9.022,0,61,0,241.9705,15.4,15.4,12.2,81.23,0,0,0,0,3.3,1022,1,15.8
2007-09-16 08:00:00,15.368,6.084,0,0,0,241.028666666667,15,15,11.8,81.57,0,0,0,0,3.7,1021.6,25.8,17
2007-09-16 09:00:00,30.926,5.486,0,25,0,242.279833333333,14.7,14.7,11.8,83.18,0,0,0,0,3.1,1021,10.8,17.7
2007-09-16 10:00:00,59.612,9.062,153,33,536,240.239333333333,14.1,14.1,11.6,84.43,0,0,0,0,3.5,1020.9,38.6,19.4
2007-09-16 11:00:00,130.402,3.538,921,0,1048,238.825333333333,13.7,13.7,11.7,87.68,0,0,0,0,3.2,1020,25.3,14.1
2007-09-16 12:00:00,42.372,11.766,1,53,287,240.311166666667,13,13,11.3,88.97,0,0,0,0,3.5,1020,28.8,14.1
2007-09-16 13:00:00,42.49,12.414,0,11,0,240.7295,12.5,12.5,11,90.89,0,0,0,0,3.8,1019,31.7,8.7
2007-09-16 14:00:00,86.496,7.056,0,8,901,237.298666666667,12.9,12.9,11.5,91.5,0,0,0,0,3.2,1019,79.6,8.6
2007-09-16 15:00:00,97.246,11.324,0,61,1042,238.176666666667,12.7,12.7,11.2,90.66,0,0,0,0,6.9,1019,34.1,8.8
2007-09-16 16:00:00,44.492,4.392,0,0,333,238.632166666667,14.2,14.2,12,86.25,0,0,0,0,9.9,1019,4.9,9.8
2007-09-16 17:00:00,75.978,8.498,0,26,396,237.824833333333,17.4,17.4,12.1,70.71,0,0,0,0,10.3,1018.2,10.6,12
2007-09-16 18:00:00,129.076,15.714,700,474,170,235.496833333333,20.1,20.1,12.2,60.42,0,0,0,0,11.9,1018,10.6,12.9
2007-09-16 19:00:00,126.458,17.072,1338,28,0,232.592166666667,21.3,21.3,12,55.31,0,0,0,0,13,1018,11.2,14.7
2007-09-16 20:00:00,228.838,7.524,5,1337,822,232.883166666667,23.4,23.4,11.5,46.91,0,0,0,0,15.9,1016.9,30,22.2
2007-09-16 21:00:00,183.742,6.956,0,719,1022,235.890333333333,24.8,24.8,12,44.88,0,0,0,0,13,1015.9,13.7,14.8
2007-09-16 22:00:00,121.086,7.814,0,90,1046,238.5695,25.9,25.9,11.8,41.47,0,0,0,0,10.5,1015.2,14.2,17
2007-09-16 23:00:00,92.732,3.414,0,10,1076,242.158833333333,25.5,25.5,12.3,43.92,0,0,0,0,15.8,1014.3,12,16.8
2007-09-17,27.278,7.92,0,31,222,242.688833333333,25.5,25.5,10.9,39.9,0,0,0,0,13.9,1013.5,10.6,16.8
2007-09-17 01:00:00,14.292,9.424,0,71,0,243.0545,25.4,25.4,10.3,38.66,0,0,0,0,16,1012.9,8.6,38
2007-09-17 02:00:00,12.43,5.666,0,10,0,242.986,24.7,24.7,9.5,38.33,0,0,0,0,12.6,1012.6,3.4,23.3
2007-09-17 03:00:00,12.028,5.144,0,31,0,242.524166666667,22.6,22.6,9.8,44.42,0,0,0,0,9,1012.5,3.4,28.2
2007-09-17 04:00:00,14.794,9.596,0,57,0,241.879166666667,20.7,20.7,9.4,48.32,0,0,0,0,7.7,1012.6,1.3,26.6
2007-09-17 05:00:00,10.41,3.596,0,0,0,242.520166666667,19.3,19.3,9.5,53.06,0,0,0,0,6.9,1012.6,3.4,24.9
2007-09-17 06:00:00,45.68,8.436,0,33,0,240.8335,18.3,18.3,9.3,55.45,0,0,0,0,10.1,1012.5,3.4,27.4
2007-09-17 07:00:00,78.004,9.008,40,42,629,240.853833333333,18,18,9.4,57.09,0,0,0,0,10.8,1012.5,5.4,26.6
2007-09-17 08:00:00,124.444,4.098,855,0,1030,236.805166666667,18.6,18.6,8.6,52.03,0,0,0,0,11.2,1012.5,8.2,31.7
2007-09-17 09:00:00,58.592,5.698,1,38,780,235.867166666667,17.4,17.4,8.7,56.68,0,0,0,0,7.4,1012.5,18.7,32.2
2007-09-17 10:00:00,13.48,7.806,0,31,0,235.844833333333,16.4,16.4,10.1,66.01,0,0,0,0,6.2,1011.9,24.5,25.1
2007-09-17 11:00:00,9.686,2.812,0,0,0,237.843333333333,15.5,15.5,12.2,80.78,0,0,0,0,3.8,1011.8,13.6,22
2007-09-17 12:00:00,14.256,8.61,0,50,0,238.329166666667,14.9,14.9,11.4,79.79,0,0,0,0,3.6,1011.2,65,20.8
2007-09-17 13:00:00,11.122,4.898,0,22,0,239.786833333333,15.7,15.7,12.9,83.62,0,0,0,0,3.7,1011.1,91.6,11.5
2007-09-17 14:00:00,12.072,6.03,0,0,0,240.4115,15.6,15.6,12.9,84.11,0,0,0,0,3.3,1010.8,58.7,11.2
2007-09-17 15:00:00,13.346,8.356,0,59,0,241.987833333333,15.3,15.3,12.9,85.71,0,0,0,0,3.5,1010.8,81.4,10.9
2007-09-17 16:00:00,12.338,6.156,0,19,0,238.4465,16,16,13.1,83.17,0,0,0,0,3.5,1010.8,81.1,10.5
2007-09-17 17:00:00,10.604,3.606,0,0,0,239.561333333333,17.4,17.4,13.1,75.78,0,0,0,0,3.6,1010.8,89.3,13.3
2007-09-17 18:00:00,64.284,10.308,421,59,320,237.222,18.3,18.3,13.2,72.35,0,0,0,0,8,1011.2,87.6,13.3
2007-09-17 19:00:00,197.296,16.882,1192,8,344,233.7935,19.5,19.5,13,65.73,0,0,0,0,8.5,1010.8,90,13.5
2007-09-17 20:00:00,118.476,15.318,594,6,0,236.197,20.4,20.4,12.8,61.57,0,0,0,0,15.2,1010.8,90.4,16.2
2007-09-17 21:00:00,344.146,22.632,2532,324,921,232.103833333333,20.9,20.9,12.9,60.02,0,0,0,0,13.4,1010.6,90.8,15.7
2007-09-17 22:00:00,168.636,13.96,1007,0,1040,237.8715,20.5,20.5,11.7,56.85,0,0,0,0,17.1,1010.2,98.3,17
2007-09-17 23:00:00,73.492,6.354,9,35,993,241.7435,19.5,19.5,9.3,51.9,0,0,0,0,15.1,1010.2,99.3,16
2007-09-18,12.7,6.786,0,28,0,240.226666666667,19.9,19.9,10.1,53.1,0,0,0,0,15.2,1010.2,90.7,16.2
2007-09-18 01:00:00,10.126,2.994,0,0,0,240.235,17.1,17.1,12,71.98,0,0,0,0,19.5,1010.2,97.6,15.4
2007-09-18 02:00:00,14.16,8.534,0,60,0,240.048166666667,14.9,14.9,10.3,74.07,0,0,0,0,22.8,1010.4,97.6,15.4
2007-09-18 03:00:00,9.81,2.624,0,2,0,240.514,12.4,12.4,10.8,89.77,0,0,0,0,17.8,1010.8,97.5,6.2
2007-09-18 04:00:00,11.172,3.99,0,11,0,239.84,11.8,11.8,10.4,91.26,0.652,100,0,0,14.8,1010.8,81,8.8
2007-09-18 05:00:00,12.866,6.834,0,49,0,239.5035,11.7,11.7,9.8,87.85,0.229,100,0,0,7.1,1011.2,73.4,11.3
2007-09-18 06:00:00,87.362,3.066,0,0,597,237.655,11.7,11.7,9.8,88.21,0,0,0,0,7.7,1011.8,64.7,12.1
2007-09-18 07:00:00,135.2,8.476,5,40,1041,237.9565,12,12,10.4,90.38,0.358,100,0,0,10.9,1011.8,79.9,13.6
2007-09-18 08:00:00,99.426,4.722,455,18,1027,236.692666666667,12.1,12.1,10.5,89.61,0.006,100,0,0,8.1,1012.5,90,11.4
2007-09-18 09:00:00,41.442,5.366,509,0,0,236.577666666667,12.4,12.4,10.6,88.91,0,0,0,0,11.7,1012.9,74.8,9.5
2007-09-18 10:00:00,12.51,6.628,0,59,0,235.1605,12.3,12.3,10.4,88.16,0,0,0,0,12,1013.1,70,8.8
2007-09-18 11:00:00,11.12,4.62,0,0,0,235.492166666667,12.1,12.1,10.2,87.99,0,0,0,0,11.5,1013.8,70.2,7.9
2007-09-18 12:00:00,10.55,3.838,0,22,0,236.135833333333,11.8,11.8,9.7,87.14,0,0,0,0,11.8,1014.4,75,6.6
2007-09-18 13:00:00,12.748,6.87,0,37,0,237.096666666667,11.3,11.3,9.4,87.96,0.028,100,0,0,11.8,1015,37.1,8
2007-09-18 14:00:00,10.064,3.128,0,0,0,236.923333333333,11.2,11.2,8.8,84.66,0,0,0,0,14.1,1016.3,45.5,8.9
2007-09-18 15:00:00,12.66,6.894,0,49,0,237.601,10.8,10.8,8.5,86.07,0,0,0,0,13.7,1017.9,73.4,9.4
2007-09-18 16:00:00,11.214,4.77,0,5,0,237.905333333333,11.1,11.1,8.2,82.56,0,0,0,0,14.4,1018.9,30,17
2007-09-18 17:00:00,62.33,4.554,0,293,559,238.1715,11.8,11.8,7.6,75.29,0,0,0,0,15.8,1020,64.3,14
2007-09-18 18:00:00,136.936,15.852,0,833,1024,235.8795,12.2,12.2,6.9,70.07,0,0,0,0,16.3,1021,64,15.2
2007-09-18 19:00:00,71.51,2.656,0,374,441,238.202333333333,13.3,13.3,6.9,65.16,0,0,0,0,15.9,1021.9,77.2,14.8
2007-09-18 20:00:00,76.636,9.07,0,86,0,235.553166666667,13.9,13.9,6.2,59.68,0,0,0,0,18.9,1022,80.7,15.6
2007-09-18 21:00:00,114.236,8.276,7,6,0,238.879333333333,14.7,14.7,6.2,56.8,0,0,0,0,18.9,1022.9,75.2,15.9
2007-09-18 22:00:00,137.948,8.14,437,13,655,242.5075,14.3,14.3,7.9,65.17,0,0,0,0,18.7,1023,75,23.2
2007-09-18 23:00:00,52.794,8.444,475,44,81,243.498833333333,14.1,14.1,6.7,60.77,0.048,100,0,0,18.2,1023,87.5,15
2007-09-19,12.546,5.322,0,0,0,243.191,14.7,14.7,6.2,56.6,0,0,0,0,14.5,1024,63.5,17.1
2007-09-19 01:00:00,12.858,7.748,0,46,0,241.520666666667,13.6,13.6,6,59.86,0,0,0,0,17.8,1024,78.7,23.5
2007-09-19 02:00:00,10.558,4.154,0,8,0,241.970833333333,13.5,13.5,6,60.54,0,0,0,0,8.7,1024.3,36.1,27.6
2007-09-19 03:00:00,11.06,4.552,0,2,0,242.139833333333,13,13,6.5,64.78,0,0,0,0,12.7,1025.1,44.3,29.5
2007-09-19 04:00:00,12.884,7.822,0,53,0,241.687833333333,12.5,12.5,6.3,65.85,0,0,0,0,10,1025.5,26.2,27.9
2007-09-19 05:00:00,10.642,4.288,0,0,0,241.213,11.3,11.3,6,70.01,0,0,0,0,9.2,1026.1,12.2,28.9
2007-09-19 06:00:00,85.74,7.072,0,31,708,239.900833333333,10.6,10.6,5.5,70.73,0,0,0,0,9.6,1026.1,11.2,27.2
2007-09-19 07:00:00,101.4,5.656,0,22,1049,238.8315,10.2,10.2,4.9,69.92,0,0,0,0,6.8,1026.1,11.2,28.9
2007-09-19 08:00:00,72.072,3.87,0,0,1030,236.669,9.3,8.5,5.5,77.53,0,0,0,0,6.5,1026.1,2.8,25.6
2007-09-19 09:00:00,67.546,6.398,0,53,921,237.6205,8.7,8.7,5.6,80.7,0,0,0,0,3.6,1026.1,3.4,26.9
2007-09-19 10:00:00,12.472,5.002,0,0,0,239.194833333333,8.3,8.3,5.6,83.21,0,0,0,0,3.7,1026.1,21,20.2
2007-09-19 11:00:00,9.378,3.168,0,7,0,240.028333333333,8.2,8.2,5.6,83.29,0,0,0,0,4,1026.1,16.3,31.7
2007-09-19 12:00:00,13.954,9.092,0,51,0,240.943166666667,7.8,7.8,5.2,84.01,0,0,0,0,3.5,1025.1,19,22.3
2007-09-19 13:00:00,17.82,3.028,0,0,54,240.546333333333,7.5,7.5,5.5,87.09,0,0,0,0,3.7,1025.1,68.7,12.6
2007-09-19 14:00:00,94.304,14.19,0,28,665,239.3715,7.1,7.1,5.3,88.48,0,0,0,0,4,1025.1,18,13.7
2007-09-19 15:00:00,82.27,6.248,0,419,329,239.674833333333,7.1,7.1,4.9,86.17,0,0,0,0,4.1,1026,18.2,13.6
2007-09-19 16:00:00,97.918,5.756,0,18,1067,240.940833333333,8.5,8.5,5.6,81.68,0,0,0,0,4.5,1025.7,41.1,13.9
2007-09-19 17:00:00,177.734,10.598,0,1352,1041,237.954833333333,11.7,11.7,5.6,66.54,0,0,0,0,8.3,1026.1,37.2,13.9
2007-09-19 18:00:00,60.138,5.194,0,211,488,240.483,12.6,12.6,4.4,57.52,0,0,0,0,11.2,1026.1,88.7,14.6
2007-09-19 19:00:00,51.848,5.336,0,294,0,240.409333333333,12.8,12.8,5.4,60.51,0,0,0,0,12,1026.1,97.6,19.8
2007-09-19 20:00:00,122.638,9.956,0,88,250,236.561833333333,13,13,4.9,57.82,0,0,0,0,11.5,1026.1,97.6,19.9
2007-09-19 21:00:00,105.89,3.378,0,0,335,239.177833333333,14.2,14.2,5.8,56.97,0,0,0,0,8.9,1026,86.3,32.8
2007-09-19 22:00:00,40.896,9.76,0,54,0,243.045166666667,15.1,15.1,6,54.44,0,0,0,0,5.8,1025.3,66.8,18
2007-09-19 23:00:00,14.118,4.206,0,6,0,244.248166666667,15.7,15.7,5.7,51.46,0,0,0,0,11.8,1025.1,62.7,18.2
2007-09-20,11.682,5.648,0,20,0,243.076333333333,16.1,16.1,5.3,48.76,0,0,0,0,10.7,1024.4,33.7,20.9
2007-09-20 01:00:00,42.86,6.32,0,33,508,240.466833333333,16.2,16.2,5.7,49.95,0,0,0,0,7.9,1024,55.1,26.4
2007-09-20 02:00:00,9.032,2.516,0,0,0,240.700333333333,15.7,15.7,5.2,49.44,0,0,0,0,11.3,1023.9,35.6,44.8
2007-09-20 03:00:00,14.212,9.214,0,49,0,242.2485,14,14,5.8,57.82,0,0,0,0,7.9,1024,18.7,30.7
2007-09-20 04:00:00,9.326,2.844,0,0,0,242.520833333333,12.8,12.8,5.8,62.54,0,0,0,0,6.8,1024,19.5,30.1
2007-09-20 05:00:00,11.64,5.632,0,29,0,241.956,11.8,11.8,5.9,67.22,0,0,0,0,3.8,1024.7,15.7,28.4
2007-09-20 06:00:00,54.106,6.358,0,22,431,239.0145,10.9,10.9,6.8,75.88,0,0,0,0,3.6,1024.4,10.1,22.5
2007-09-20 07:00:00,133.322,3.68,0,0,1045,238.330333333333,10.4,10.4,6.7,77.85,0,0,0,0,6.6,1024,10.1,21.5
2007-09-20 08:00:00,119.484,9.458,502,58,1045,238.2995,9.7,9,6.6,80.92,0,0,0,0,6.4,1024,7.3,31.5
2007-09-20 09:00:00,103.912,3.372,554,0,1030,236.5335,9.3,9.3,6.2,80.74,0,0,0,0,4.5,1024,10.9,26.7
2007-09-20 10:00:00,72.428,4.406,0,5,1033,237.043833333333,8.8,8,6.1,83.23,0,0,0,0,6.3,1023.9,12.8,25.8
2007-09-20 11:00:00,20.02,6.884,0,46,123,237.209166666667,9.2,8.4,5.8,79.68,0,0,0,0,6.6,1023.2,45.6,30.1
2007-09-20 12:00:00,8.92,2.366,0,0,0,237.631833333333,8.7,7.7,5.8,82.04,0,0,0,0,7,1023,49.7,30.7
2007-09-20 13:00:00,12.912,7.048,0,36,0,238.0455,8,6.8,5.7,85.23,0,0,0,0,7.2,1023,33,13.7
2007-09-20 14:00:00,12.052,5.102,0,21,0,239.997666666667,8.4,7.5,5.9,84.25,0,0,0,0,6.5,1023,80.7,13.7
2007-09-20 15:00:00,9.9,3.378,0,0,0,241.445,8.9,7.9,5.5,79.27,0,0,0,0,7,1023,59.3,14.2
2007-09-20 16:00:00,14.08,9.278,0,56,0,241.985666666667,10,10,5.5,73.4,0,0,0,0,7.4,1023.2,79.3,14.1
2007-09-20 17:00:00,10.45,4.078,0,3,0,240.971833333333,12.8,12.8,6,63.37,0,0,0,0,7.9,1023.5,65.6,14.8
2007-09-20 18:00:00,9.612,3.076,0,0,0,239.99,14.5,14.5,6.7,59.62,0,0,0,0,8.6,1023.9,79.3,15
2007-09-20 19:00:00,49.578,8.94,0,57,572,238.768666666667,16.3,16.3,6.9,53.71,0,0,0,0,10.6,1023.6,78.6,17.3
2007-09-20 20:00:00,117.852,6.498,0,0,1026,236.126833333333,17.8,17.8,5.5,44.22,0,0,0,0,15.9,1023,63.5,18.1
2007-09-20 21:00:00,161.114,6.21,0,17,1046,238.592833333333,19.1,19.1,5.1,39.65,0,0,0,0,12.6,1023,85.4,17.8
2007-09-20 22:00:00,140.288,7.31,0,37,1057,239.713,19.6,19.6,4.6,37.22,0,0,0,0,13,1023,53,17.8
2007-09-20 23:00:00,106.75,3.292,0,0,1080,242.491166666667,19.6,19.6,3.8,35.21,0,0,0,0,15.2,1022,44,18.1
2007-09-21,34.792,8.142,0,40,358,243.4175,19.2,19.2,4.4,37.62,0,0,0,0,18.2,1022,14.2,18.3
2007-09-21 01:00:00,10.584,4.53,0,18,0,241.196333333333,18.8,18.8,6.3,43.87,0,0,0,0,12.4,1022,23.3,25.5
2007-09-21 02:00:00,10.768,4.308,0,0,0,240.892833333333,18.2,18.2,6.5,46.58,0,0,0,0,11.8,1022,7.6,43.6
2007-09-21 03:00:00,12.552,7.396,0,54,0,240.799,16.7,16.7,7.3,53.75,0,0,0,0,10.2,1022.4,31.3,30.5
2007-09-21 04:00:00,10.508,3.884,0,2,0,240.291833333333,15.3,15.3,7.3,59.05,0,0,0,0,7.9,1023,13.8,28.9
2007-09-21 05:00:00,9.336,2.656,0,0,0,239.745,14.3,14.3,7.7,64.76,0,0,0,0,4.8,1023,30.6,38.2
2007-09-21 06:00:00,91.576,8.922,0,59,738,239.4675,13.7,13.7,7.5,66.36,0,0,0,0,7.5,1023.2,16.1,27.2
2007-09-21 07:00:00,115.038,3.392,0,0,1038,237.599333333333,13.1,13.1,7.5,68.82,0,0,0,0,6.9,1023,10.8,28.2
2007-09-21 08:00:00,73.518,3.414,0,0,1034,237.029333333333,12.3,12.3,7.6,73.28,0,0,0,0,5.9,1023,2.8,28.2
2007-09-21 09:00:00,73.86,5.946,0,45,1032,236.817666666667,11,11,7.7,80.25,0,0,0,0,3,1023,0,27.4
2007-09-21 10:00:00,32.27,3.208,0,0,369,236.031,10.4,10.4,7.4,81.62,0,0,0,0,3.2,1022.9,8.2,26.7
2007-09-21 11:00:00,11.042,4.908,0,35,0,238.5065,9.2,9.2,6.9,85.92,0,0,0,0,3.2,1022.2,8.3,25.3
2007-09-21 12:00:00,12.44,7.192,0,27,0,240.048,8.5,8.5,6.9,89.45,0,0,0,0,3.3,1022.2,20.6,17.8
2007-09-21 13:00:00,9.056,2.734,0,0,0,241.243166666667,8.4,7.6,6.8,89.36,0,0,0,0,6.3,1022,35,13.5
2007-09-21 14:00:00,13.28,8.07,0,40,0,241.0195,8.4,7.6,6.6,88.38,0,0,0,0,6.3,1022,41.4,13.7
2007-09-21 15:00:00,10.67,5.11,0,19,0,242.010166666667,7.9,6.9,6.4,90.25,0,0,0,0,6.7,1022,52.6,13.7
2007-09-21 16:00:00,9.972,3.66,0,0,0,240.770333333333,9.9,9.2,7,82.38,0,0,0,0,6.5,1022,80,13.4
2007-09-21 17:00:00,13.484,8.29,0,50,0,240.398166666667,12.4,12.4,7.3,71.09,0,0,0,0,3.9,1022,80.7,13.4
2007-09-21 18:00:00,19.642,4.006,0,10,150,240.407833333333,14.6,14.6,7.7,63.11,0,0,0,0,8,1022,81,14.1
2007-09-21 19:00:00,212.026,15.864,1724,341,547,233.674333333333,16.4,16.4,8,57.43,0,0,0,0,8.5,1021,88.9,13.7
2007-09-21 20:00:00,194.924,14.834,384,1763,0,232.861333333333,18.6,18.6,8.2,50.58,0,0,0,0,11,1021,86.5,14.5
2007-09-21 21:00:00,154.184,8.314,515,140,617,237.520833333333,21,21,7.8,42.69,0,0,0,0,8.7,1020.2,78.7,14.7
2007-09-21 22:00:00,83.706,3.422,507,37,433,240.598166666667,21.6,21.6,7.7,40.72,0,0,0,0,8.3,1020,56.6,14.8
2007-09-21 23:00:00,19.552,10.632,0,65,0,242.8095,21.6,21.6,7.1,39.2,0,0,0,0,7.3,1019.6,56.8,15.2
2007-09-22,10.432,3.312,0,18,0,241.617833333333,21.5,21.5,7.5,40.35,0,0,0,0,7.6,1019,78.8,14.9
2007-09-22 01:00:00,11.926,4.728,0,11,0,239.871833333333,21.2,21.2,7.5,41.07,0,0,0,0,8.1,1018,93.4,23.4
2007-09-22 02:00:00,13.918,7.598,0,75,0,239.679,20.4,20.4,8.2,45.53,0,0,0,0,4.4,1018,57.2,29.5
2007-09-22 03:00:00,11.306,3.918,0,10,0,240.307333333333,18.8,18.8,8,49.18,0,0,0,0,4.6,1018.2,39.6,30.6
2007-09-22 04:00:00,11.228,4.046,0,21,0,240.040666666667,17.7,17.7,8.6,55.28,0,0,0,0,4,1019,53.7,28.9
2007-09-22 05:00:00,13.052,6.944,0,48,0,239.942333333333,16.4,16.4,8.8,60.68,0,0,0,0,3.3,1019,52.7,26.6
2007-09-22 06:00:00,47.62,2.716,0,0,623,238.343166666667,15.3,15.3,9.6,68.66,0,0,0,0,3.6,1019,53.2,24.9
2007-09-22 07:00:00,28.034,4.506,0,31,182,239.476166666667,14.2,14.2,9.5,73.25,0,0,0,0,4.3,1019,50.7,23.3
2007-09-22 08:00:00,109.678,4.822,0,31,1031,236.739166666667,14.4,14.4,9.8,73.79,0,0,0,0,6.6,1019.4,52.7,20.3
2007-09-22 09:00:00,74.722,2.27,0,0,1049,238.759833333333,13.8,13.8,9.4,74.74,0,0,0,0,4.7,1019.6,28.5,25.8
2007-09-22 10:00:00,72.174,6.904,0,44,953,240.961833333333,13.1,13.1,9.2,76.81,0,0,0,0,7,1020,25.6,27.2
2007-09-22 11:00:00,38.928,13.982,0,53,0,239.249166666667,13,13,8.7,74.9,0,0,0,0,7,1020,25.6,20.2
2007-09-22 12:00:00,30.792,2.478,0,232,0,238.187833333333,12.4,12.4,9.1,80.26,0,0,0,0,7.4,1020,23.6,17.6
2007-09-22 13:00:00,43.852,12.018,11,68,256,239.060166666667,11.9,11.9,9.6,85.9,0,0,0,0,6.3,1020.6,23.6,16.9
2007-09-22 14:00:00,121.156,6.832,909,70,797,237.937666666667,11.6,11.6,9.5,86.89,0,0,0,0,6.8,1020.5,53.2,8.9
2007-09-22 15:00:00,71.376,9.646,24,67,832,240.094833333333,11.3,11.3,9.4,88.36,0,0,0,0,3.2,1021,42.9,8.6
2007-09-22 16:00:00,80.092,5.862,0,67,1042,238.089,12.5,12.5,10.3,86.54,0,0,0,0,4.3,1021,20.1,10.6
2007-09-22 17:00:00,19.818,10.666,0,67,10,240.7205,14.8,14.8,10.4,74.72,0,0,0,0,3.1,1022,84.7,10.3
2007-09-22 18:00:00,23.704,10.212,0,67,0,238.193166666667,15.9,15.9,10.6,70.75,0,0,0,0,0.5,1022,81.9,10.4
2007-09-22 19:00:00,56.56,10.494,0,66,0,238.039333333333,17.1,17.1,10.2,63.65,0,0,0,0,2.4,1022.6,88.9,10.5
2007-09-22 20:00:00,80.548,16.534,0,66,0,238.511166666667,17.8,17.8,10,60.38,0,0,0,0,4.7,1021.5,82.4,11.2
2007-09-22 21:00:00,161.264,9.288,0,66,913,238.094,19.8,19.8,10.1,53.42,0,0,0,0,4.1,1022,75.4,12.1
2007-09-22 22:00:00,27.968,11.262,0,66,0,242.759,19.6,19.6,10.4,55.15,0,0,0,0,4.4,1021.9,81,12
2007-09-22 23:00:00,16.024,12.394,0,67,0,242.917833333333,20.5,20.5,10.6,52.84,0,0,0,0,6.7,1022,58.5,12.2
2007-09-23,14.396,10.3,0,66,0,242.233,20.6,20.6,10.5,52.35,0,0,0,0,6.9,1021.2,55.2,12.2
2007-09-23 01:00:00,14.494,10.192,0,66,0,240.3365,20.4,20.4,10.9,54.65,0,0,0,0,7.9,1021,40.4,17.7
